user_id,country,acquisition_channel,device,signup_at,kyc_started_at,kyc_completed_at,first_transaction_at
20258,Italy,referral,Android,2024-04-07 17:18:00,2024-04-07 17:47:00,2024-04-08 03:11:00,
20259,France,paid_social,Web,2024-01-11 06:08:00,2024-01-11 06:58:00,2024-01-11 16:12:00,2024-01-12 16:23:00
20260,UK,paid_search,iOS,2024-10-18 21:04:00,2024-10-19 01:04:00,2024-10-19 05:41:00,2024-10-24 08:10:00
20261,France,paid_social,Android,2025-07-02 20:51:00,2025-07-02 23:18:00,2025-07-03 06:56:00,2025-07-04 15:42:00
20262,France,paid_search,Android,2024-12-04 21:22:00,2024-12-05 01:19:00,,
20263,France,organic,Web,2025-05-27 07:33:00,,,
20264,France,partnership,iOS,2024-08-02 20:09:00,2024-08-02 20:44:00,2024-08-03 07:34:00,2024-08-09 14:02:00
20265,Italy,paid_search,iOS,2024-12-08 20:19:00,2024-12-08 22:52:00,,
20266,Italy,referral,Web,2024-02-29 14:47:00,2024-02-29 15:07:00,,
20267,UK,partnership,Web,2024-03-22 16:59:00,2024-03-22 19:17:00,2024-03-23 01:02:00,
20268,UK,paid_search,Web,2024-11-17 17:43:00,2024-11-17 18:07:00,,
20269,UK,referral,iOS,2024-11-20 09:22:00,2024-11-20 11:19:00,2024-11-20 21:01:00,2024-11-24 09:40:00
20270,UK,referral,Android,2025-06-10 16:14:00,2025-06-10 19:25:00,2025-06-10 20:49:00,2025-06-14 19:23:00
20271,UK,partnership,iOS,2025-05-25 00:06:00,,,
20272,Spain,organic,Android,2024-02-20 06:11:00,2024-02-20 09:28:00,2024-02-20 16:48:00,2024-02-25 01:44:00
20273,Spain,referral,iOS,2024-11-22 14:45:00,2024-11-22 17:35:00,,
20274,France,organic,iOS,2024-04-06 20:09:00,,,
20275,Italy,paid_search,Web,2024-10-13 05:11:00,,,
20276,UK,paid_social,Android,2024-01-03 12:42:00,2024-01-03 15:02:00,2024-01-03 21:40:00,
20277,Spain,paid_social,iOS,2024-06-29 05:35:00,2024-06-29 09:35:00,,
20278,UK,referral,Web,2024-03-23 04:06:00,2024-03-23 07:53:00,,
20279,Germany,organic,iOS,2024-06-24 05:56:00,2024-06-24 07:51:00,2024-06-24 08:50:00,2024-06-24 21:24:00
20280,Spain,paid_search,Web,2024-10-19 22:05:00,2024-10-20 01:47:00,,
20281,Italy,paid_social,iOS,2024-04-12 01:02:00,2024-04-12 04:10:00,2024-04-12 11:08:00,2024-04-14 02:45:00
20282,Italy,paid_search,Android,2025-04-25 18:02:00,2025-04-25 18:18:00,2025-04-26 00:27:00,
20283,Spain,organic,Android,2025-02-08 18:11:00,,,
20284,Spain,partnership,Android,2025-05-03 20:33:00,2025-05-03 22:18:00,2025-05-04 04:53:00,2025-05-10 08:16:00
20285,Germany,paid_search,Android,2024-12-10 19:20:00,2024-12-10 19:57:00,2024-12-10 21:06:00,2024-12-15 15:20:00
20286,Italy,paid_search,Android,2025-02-09 19:17:00,2025-02-09 20:10:00,2025-02-09 23:55:00,
20287,Italy,paid_search,iOS,2024-03-08 07:55:00,2024-03-08 10:48:00,2024-03-08 12:16:00,2024-03-15 05:12:00
20288,Italy,paid_search,Android,2025-06-11 10:09:00,2025-06-11 14:02:00,2025-06-11 15:41:00,
20289,UK,referral,iOS,2025-06-23 22:13:00,2025-06-24 01:14:00,2025-06-24 05:29:00,2025-06-27 11:16:00
20290,Spain,partnership,Web,2024-10-04 04:32:00,2024-10-04 05:39:00,2024-10-04 14:18:00,2024-10-09 23:00:00
20291,France,paid_search,Android,2025-07-08 14:25:00,2025-07-08 14:37:00,2025-07-08 19:30:00,2025-07-15 03:05:00
20292,Italy,referral,Android,2025-03-01 06:41:00,2025-03-01 08:06:00,2025-03-01 19:21:00,2025-03-05 16:01:00
20293,Spain,referral,Android,2024-07-06 09:06:00,2024-07-06 12:30:00,2024-07-06 15:03:00,
20294,Germany,partnership,Web,2024-12-21 13:56:00,,,
20295,UK,organic,Web,2025-01-16 12:35:00,2025-01-16 12:37:00,2025-01-16 16:43:00,2025-01-18 10:27:00
20296,Germany,partnership,Android,2024-01-07 15:45:00,2024-01-07 18:24:00,2024-01-08 02:48:00,2024-01-08 07:35:00
20297,Italy,partnership,Android,2024-01-05 19:33:00,2024-01-05 21:49:00,2024-01-06 08:40:00,2024-01-11 06:44:00
20298,UK,organic,Web,2024-05-10 12:54:00,2024-05-10 13:44:00,2024-05-10 18:12:00,
20299,Spain,organic,Android,2024-07-13 15:50:00,,,
20300,Italy,paid_search,Web,2024-11-30 05:34:00,2024-11-30 08:30:00,,
20301,UK,organic,Android,2024-02-28 16:52:00,2024-02-28 19:14:00,2024-02-28 19:33:00,
20302,Spain,referral,Web,2024-03-01 05:02:00,2024-03-01 07:27:00,,
20303,Italy,organic,iOS,2024-03-10 10:34:00,2024-03-10 14:17:00,2024-03-11 02:28:00,2024-03-11 23:16:00
20304,France,partnership,Web,2025-05-13 09:15:00,2025-05-13 10:01:00,,
20305,UK,paid_search,Web,2024-08-17 00:01:00,2024-08-17 03:32:00,2024-08-17 10:29:00,
20306,Germany,partnership,iOS,2024-08-05 22:14:00,2024-08-06 01:52:00,2024-08-06 11:15:00,2024-08-08 01:57:00
20307,UK,partnership,Web,2025-05-16 22:34:00,,,
20308,UK,referral,iOS,2024-02-09 02:24:00,2024-02-09 03:52:00,2024-02-09 10:48:00,
20309,UK,paid_social,Android,2024-08-25 15:50:00,2024-08-25 17:22:00,2024-08-25 23:56:00,2024-09-01 16:24:00
20310,Spain,organic,Web,2025-04-26 02:04:00,2025-04-26 03:08:00,2025-04-26 04:42:00,2025-04-30 12:57:00
20311,Germany,referral,Android,2025-06-02 05:27:00,2025-06-02 05:51:00,2025-06-02 11:16:00,2025-06-05 13:25:00
20312,Germany,organic,iOS,2024-03-15 10:37:00,2024-03-15 13:00:00,2024-03-15 20:07:00,2024-03-16 21:05:00
20313,Italy,organic,Web,2024-09-14 17:06:00,2024-09-14 18:30:00,,
20314,France,referral,Android,2024-01-09 23:40:00,2024-01-10 02:46:00,,
20315,Italy,partnership,iOS,2024-06-25 18:13:00,2024-06-25 18:57:00,2024-06-26 01:43:00,2024-06-26 19:29:00
20316,Spain,paid_social,Android,2024-05-01 18:09:00,2024-05-01 21:30:00,2024-05-02 01:57:00,
20317,Spain,partnership,Web,2025-06-08 22:37:00,2025-06-08 23:05:00,2025-06-08 23:21:00,
20318,Italy,referral,Android,2024-08-29 21:54:00,2024-08-29 23:45:00,2024-08-30 03:50:00,2024-09-01 11:10:00
20319,France,paid_search,Android,2024-12-14 19:18:00,,,
20320,Spain,partnership,iOS,2024-07-31 05:25:00,2024-07-31 06:37:00,2024-07-31 13:29:00,2024-08-06 23:57:00
20321,Italy,partnership,iOS,2024-05-25 11:45:00,2024-05-25 14:06:00,2024-05-25 23:21:00,2024-05-29 07:24:00
20322,UK,referral,Web,2025-05-19 12:10:00,2025-05-19 14:53:00,2025-05-19 19:21:00,
20323,Spain,referral,iOS,2025-06-04 19:39:00,2025-06-04 22:13:00,2025-06-05 05:13:00,2025-06-09 23:56:00
20324,UK,paid_social,Web,2025-01-30 20:53:00,,,
20325,Italy,organic,iOS,2025-01-25 23:06:00,2025-01-26 01:55:00,2025-01-26 07:51:00,2025-01-30 21:28:00
20326,France,referral,iOS,2025-07-02 02:05:00,2025-07-02 03:12:00,2025-07-02 14:55:00,2025-07-09 04:29:00
20327,Spain,paid_social,Android,2024-06-09 22:48:00,2024-06-10 01:42:00,2024-06-10 10:24:00,2024-06-10 17:36:00
20328,UK,paid_social,Android,2024-12-17 13:02:00,,,
20329,UK,paid_search,Android,2024-03-03 12:25:00,2024-03-03 14:22:00,2024-03-03 23:25:00,2024-03-09 09:56:00
20330,Spain,referral,Android,2024-03-12 02:05:00,2024-03-12 02:17:00,2024-03-12 04:24:00,2024-03-16 02:34:00
20331,UK,paid_search,Web,2025-04-16 20:05:00,2025-04-16 20:50:00,2025-04-17 02:38:00,2025-04-22 09:18:00
20332,Spain,paid_search,iOS,2024-06-17 19:58:00,2024-06-17 21:49:00,2024-06-18 01:21:00,2024-06-22 23:08:00
20333,UK,paid_search,iOS,2024-10-10 03:23:00,2024-10-10 06:24:00,2024-10-10 07:38:00,2024-10-16 10:44:00
20334,France,paid_social,iOS,2024-05-16 03:21:00,2024-05-16 04:29:00,2024-05-16 15:35:00,
20335,Italy,referral,Web,2024-08-16 05:08:00,2024-08-16 05:38:00,2024-08-16 16:34:00,2024-08-20 02:17:00
20336,Italy,organic,Web,2025-03-23 10:53:00,2025-03-23 11:24:00,2025-03-23 14:39:00,2025-03-25 05:45:00
20337,Spain,referral,Web,2025-01-06 23:18:00,2025-01-07 00:57:00,2025-01-07 09:25:00,2025-01-09 09:13:00
20338,Germany,referral,Android,2025-02-08 01:48:00,2025-02-08 03:09:00,,
20339,UK,paid_social,iOS,2025-03-27 00:58:00,2025-03-27 01:48:00,2025-03-27 11:33:00,2025-04-02 03:12:00
20340,Spain,referral,Web,2024-10-24 22:08:00,2024-10-25 00:14:00,2024-10-25 10:02:00,2024-10-27 22:45:00
20341,UK,paid_social,iOS,2024-07-31 16:38:00,2024-07-31 17:22:00,2024-08-01 03:11:00,
20342,Italy,partnership,iOS,2024-12-26 16:13:00,2024-12-26 17:22:00,2024-12-27 02:25:00,
20343,Spain,partnership,iOS,2024-01-31 07:11:00,,,
20344,Germany,paid_social,iOS,2024-03-15 13:51:00,2024-03-15 15:21:00,,
20345,Spain,organic,iOS,2024-03-04 08:08:00,2024-03-04 11:17:00,2024-03-04 17:26:00,
20346,Spain,paid_search,Web,2025-03-20 09:05:00,2025-03-20 09:58:00,,
20347,Italy,paid_social,Web,2024-02-13 05:21:00,2024-02-13 07:39:00,2024-02-13 14:22:00,2024-02-19 11:20:00
20348,UK,paid_search,Android,2025-05-09 15:36:00,,,
20349,Germany,paid_search,iOS,2024-07-20 22:34:00,2024-07-20 23:57:00,,
20350,Spain,referral,iOS,2025-07-08 11:42:00,2025-07-08 12:51:00,2025-07-08 19:25:00,2025-07-09 21:20:00
20351,Italy,paid_social,Web,2024-10-20 08:19:00,,,
20352,Spain,referral,Android,2024-09-25 17:59:00,2024-09-25 21:42:00,2024-09-25 23:27:00,
20353,France,organic,Web,2024-11-29 19:58:00,2024-11-29 21:48:00,,
20354,France,paid_social,Android,2024-12-26 05:46:00,2024-12-26 08:14:00,2024-12-26 18:27:00,
20355,UK,organic,iOS,2025-07-09 01:21:00,2025-07-09 04:56:00,2025-07-09 07:13:00,
20356,Spain,referral,iOS,2024-04-25 00:57:00,,,
20357,Germany,paid_search,Web,2024-11-07 12:20:00,2024-11-07 16:04:00,,
20358,UK,paid_social,Android,2024-07-18 12:50:00,2024-07-18 15:41:00,,
20359,UK,referral,Web,2024-04-30 12:45:00,2024-04-30 15:45:00,,
20360,UK,organic,iOS,2024-11-08 13:21:00,2024-11-08 13:41:00,2024-11-08 17:42:00,2024-11-13 19:43:00
20361,UK,paid_social,iOS,2024-01-07 18:18:00,,,
20362,Germany,referral,iOS,2024-11-03 12:28:00,2024-11-03 12:51:00,2024-11-03 14:45:00,2024-11-07 19:37:00
20363,Germany,referral,iOS,2024-08-05 21:51:00,2024-08-06 00:45:00,2024-08-06 09:58:00,2024-08-13 09:07:00
20364,Germany,referral,Android,2025-04-18 07:55:00,2025-04-18 10:36:00,2025-04-18 17:47:00,2025-04-23 19:05:00
20365,UK,organic,iOS,2024-06-07 04:37:00,2024-06-07 07:08:00,2024-06-07 13:17:00,
20366,Germany,paid_search,Android,2024-08-17 00:20:00,2024-08-17 01:24:00,2024-08-17 06:25:00,
20367,UK,paid_social,iOS,2025-05-17 18:56:00,2025-05-17 21:07:00,2025-05-18 03:58:00,2025-05-18 19:22:00
20368,Spain,referral,iOS,2024-06-23 06:47:00,2024-06-23 09:31:00,2024-06-23 18:41:00,
20369,France,paid_social,iOS,2024-01-09 18:53:00,2024-01-09 22:28:00,2024-01-10 07:31:00,
20370,Spain,organic,iOS,2025-07-09 09:36:00,2025-07-09 09:40:00,2025-07-09 10:30:00,
20371,Italy,paid_social,Web,2024-10-16 19:07:00,2024-10-16 22:24:00,2024-10-17 06:06:00,
20372,Italy,paid_search,Android,2025-01-26 12:12:00,2025-01-26 12:33:00,2025-01-26 17:10:00,2025-01-31 04:21:00
20373,UK,paid_social,Web,2025-03-03 00:43:00,2025-03-03 04:20:00,2025-03-03 08:40:00,2025-03-08 07:48:00
20374,Spain,partnership,Web,2024-03-25 11:00:00,2024-03-25 13:51:00,2024-03-25 17:00:00,2024-03-27 06:58:00
20375,UK,paid_search,Android,2025-05-25 19:35:00,,,
20376,Italy,paid_social,iOS,2025-01-15 20:10:00,2025-01-15 23:22:00,2025-01-16 04:57:00,
20377,France,referral,Android,2024-01-22 09:02:00,2024-01-22 10:10:00,2024-01-22 23:10:00,2024-01-28 03:57:00
20378,France,organic,Android,2025-01-06 22:33:00,2025-01-06 23:16:00,2025-01-07 04:33:00,
20379,UK,paid_search,Web,2025-05-05 21:06:00,2025-05-05 21:18:00,,
20380,Germany,organic,Android,2024-01-09 22:44:00,2024-01-10 02:40:00,2024-01-10 03:26:00,2024-01-14 22:26:00
20381,France,paid_search,Android,2024-06-12 11:41:00,,,
20382,France,organic,Web,2024-08-20 23:16:00,2024-08-21 01:25:00,2024-08-21 03:33:00,2024-08-27 00:53:00
20383,Spain,organic,Android,2024-02-03 10:39:00,2024-02-03 13:58:00,,
20384,UK,partnership,Android,2024-08-26 07:59:00,2024-08-26 08:51:00,2024-08-26 14:12:00,
20385,Spain,paid_social,Web,2024-06-25 15:27:00,,,
20386,Italy,paid_search,iOS,2024-05-22 07:15:00,2024-05-22 09:00:00,2024-05-22 20:12:00,2024-05-22 23:19:00
20387,UK,referral,Web,2024-08-31 22:51:00,2024-08-31 23:18:00,2024-09-01 03:31:00,2024-09-01 20:22:00
20388,France,organic,iOS,2024-04-13 16:09:00,,,
20389,Spain,paid_social,Android,2025-01-13 11:27:00,,,
20390,Italy,organic,Web,2024-03-02 19:46:00,2024-03-02 23:16:00,2024-03-03 09:42:00,2024-03-04 21:53:00
20391,France,paid_social,Android,2024-06-21 09:53:00,,,
20392,France,paid_social,Android,2024-10-13 03:20:00,2024-10-13 03:40:00,,
20393,Italy,organic,iOS,2024-04-09 02:43:00,2024-04-09 04:39:00,2024-04-09 12:35:00,2024-04-11 21:46:00
20394,France,referral,Android,2024-11-25 01:49:00,2024-11-25 02:13:00,2024-11-25 10:28:00,2024-11-29 04:28:00
20395,UK,paid_search,Android,2024-04-18 00:08:00,2024-04-18 00:21:00,2024-04-18 04:57:00,
20396,UK,referral,Android,2024-05-06 14:33:00,2024-05-06 16:54:00,2024-05-07 00:57:00,2024-05-08 15:37:00
20397,UK,organic,iOS,2024-03-29 10:32:00,2024-03-29 14:03:00,2024-03-29 15:39:00,2024-04-01 14:49:00
20398,UK,organic,iOS,2024-02-24 14:29:00,,,
20399,Germany,organic,Android,2024-11-18 21:31:00,2024-11-18 23:30:00,2024-11-19 09:27:00,2024-11-23 21:48:00
20400,UK,referral,Web,2024-12-27 06:26:00,2024-12-27 07:57:00,2024-12-27 11:18:00,2025-01-01 13:35:00
20401,UK,partnership,Web,2024-04-18 05:31:00,2024-04-18 08:17:00,2024-04-18 15:28:00,
20402,UK,organic,Android,2024-12-14 19:40:00,2024-12-14 21:28:00,2024-12-15 06:36:00,2024-12-21 11:33:00
20403,Spain,paid_social,Android,2024-01-15 05:18:00,2024-01-15 07:23:00,2024-01-15 17:12:00,2024-01-20 03:45:00
20404,Germany,organic,Android,2024-07-15 22:12:00,2024-07-15 22:20:00,,
20405,UK,referral,Web,2024-07-23 13:39:00,2024-07-23 16:09:00,,
20406,UK,paid_search,Web,2024-04-26 05:38:00,2024-04-26 07:55:00,,
20407,UK,paid_search,Web,2025-06-20 17:03:00,2025-06-20 20:28:00,2025-06-20 23:35:00,2025-06-27 17:52:00
20408,France,partnership,iOS,2024-08-19 13:31:00,2024-08-19 15:02:00,,
20409,Germany,partnership,iOS,2025-02-14 09:44:00,2025-02-14 13:12:00,,
20410,Italy,paid_social,iOS,2024-12-24 10:17:00,2024-12-24 10:41:00,2024-12-24 15:00:00,2024-12-24 15:41:00
20411,Italy,paid_search,iOS,2024-08-29 13:28:00,2024-08-29 14:14:00,,
20412,UK,organic,iOS,2024-08-23 15:07:00,2024-08-23 19:02:00,2024-08-23 21:05:00,
20413,UK,paid_social,Web,2024-09-22 16:54:00,,,
20414,Italy,organic,Android,2024-10-15 01:32:00,2024-10-15 02:07:00,,
20415,Spain,referral,Web,2025-06-17 06:46:00,2025-06-17 09:48:00,,
20416,Italy,paid_social,iOS,2025-05-20 00:50:00,2025-05-20 04:19:00,2025-05-20 11:18:00,2025-05-20 12:17:00
20417,Italy,referral,Web,2025-05-26 04:29:00,2025-05-26 07:04:00,2025-05-26 13:44:00,2025-06-01 05:43:00
20418,France,organic,iOS,2024-04-12 09:55:00,2024-04-12 11:17:00,2024-04-12 14:42:00,2024-04-15 15:37:00
20419,Germany,organic,Android,2024-06-01 16:29:00,2024-06-01 16:57:00,2024-06-01 17:56:00,2024-06-06 13:01:00
20420,Spain,referral,Android,2024-05-01 02:58:00,2024-05-01 04:35:00,2024-05-01 12:55:00,
20421,Germany,paid_search,Android,2025-02-24 22:15:00,2025-02-25 01:52:00,2025-02-25 02:22:00,2025-02-26 07:27:00
20422,France,paid_search,Android,2024-02-24 00:44:00,2024-02-24 01:04:00,2024-02-24 04:35:00,2024-02-29 16:54:00
20423,UK,referral,Web,2025-05-28 00:06:00,2025-05-28 03:54:00,2025-05-28 04:58:00,2025-05-30 13:35:00
20424,Spain,partnership,Web,2024-05-18 08:12:00,,,
20425,France,paid_social,Android,2025-01-28 07:22:00,2025-01-28 07:35:00,2025-01-28 19:32:00,2025-02-01 22:33:00
20426,Spain,organic,Android,2024-01-03 18:40:00,2024-01-03 21:21:00,2024-01-04 00:55:00,2024-01-06 09:55:00
20427,France,organic,Android,2024-05-04 09:30:00,2024-05-04 10:49:00,2024-05-04 21:26:00,
20428,UK,partnership,Android,2024-07-11 23:17:00,2024-07-12 03:04:00,2024-07-12 06:25:00,2024-07-15 06:48:00
20429,Spain,paid_social,iOS,2024-11-16 05:01:00,2024-11-16 07:26:00,2024-11-16 09:15:00,2024-11-20 07:37:00
20430,Spain,partnership,iOS,2025-01-29 06:30:00,2025-01-29 10:06:00,2025-01-29 19:11:00,2025-02-04 21:54:00
20431,Spain,partnership,iOS,2025-05-15 07:22:00,2025-05-15 07:43:00,2025-05-15 08:28:00,2025-05-21 06:05:00
20432,Italy,paid_search,iOS,2025-02-20 03:25:00,,,
20433,Germany,paid_search,iOS,2024-11-22 23:32:00,2024-11-23 00:05:00,2024-11-23 01:35:00,
20434,Germany,paid_search,Web,2024-11-13 01:02:00,2024-11-13 04:56:00,2024-11-13 06:14:00,2024-11-19 14:39:00
20435,Italy,paid_social,Android,2024-10-16 08:16:00,2024-10-16 12:11:00,,
20436,Italy,partnership,Web,2025-05-25 00:35:00,2025-05-25 01:04:00,2025-05-25 06:30:00,2025-05-26 10:21:00
20437,Italy,organic,Android,2024-03-17 22:06:00,2024-03-18 01:52:00,2024-03-18 10:29:00,2024-03-23 23:34:00
20438,Italy,referral,iOS,2025-02-20 12:49:00,2025-02-20 14:33:00,2025-02-20 22:03:00,2025-02-24 17:04:00
20439,Germany,organic,Web,2025-05-17 19:36:00,2025-05-17 20:45:00,,
20440,France,paid_social,Android,2024-01-15 17:35:00,2024-01-15 19:41:00,,
20441,UK,paid_search,iOS,2025-05-13 16:39:00,2025-05-13 19:50:00,2025-05-14 01:28:00,2025-05-18 19:46:00
20442,UK,paid_search,Android,2025-03-16 12:46:00,2025-03-16 16:17:00,2025-03-17 00:43:00,
20443,UK,partnership,iOS,2024-09-29 06:33:00,2024-09-29 09:35:00,2024-09-29 12:03:00,
20444,Italy,organic,iOS,2025-01-16 18:33:00,2025-01-16 22:07:00,2025-01-17 00:39:00,2025-01-17 14:57:00
20445,Germany,paid_social,Android,2024-09-19 10:00:00,2024-09-19 12:10:00,2024-09-19 14:26:00,
20446,France,referral,Web,2024-06-25 04:10:00,2024-06-25 07:53:00,2024-06-25 19:16:00,2024-06-28 18:23:00
20447,UK,paid_social,iOS,2025-06-29 09:02:00,2025-06-29 09:44:00,,
20448,Germany,paid_search,Web,2024-06-05 01:29:00,2024-06-05 04:16:00,2024-06-05 04:46:00,
20449,UK,referral,iOS,2025-05-11 18:18:00,2025-05-11 20:52:00,2025-05-12 00:51:00,2025-05-15 12:45:00
20450,France,referral,Android,2025-06-03 00:02:00,2025-06-03 02:00:00,2025-06-03 11:44:00,2025-06-08 00:40:00
20451,UK,organic,Web,2025-03-01 14:39:00,,,
20452,Italy,partnership,Web,2024-09-29 12:08:00,2024-09-29 15:04:00,2024-09-29 18:05:00,
20453,France,paid_social,Android,2025-04-11 11:12:00,2025-04-11 15:01:00,2025-04-11 19:21:00,2025-04-14 13:28:00
20454,Italy,referral,Web,2024-02-11 08:12:00,2024-02-11 08:48:00,2024-02-11 19:02:00,2024-02-16 13:49:00
20455,Spain,organic,Web,2024-10-21 14:52:00,2024-10-21 17:19:00,,
20456,Germany,partnership,Web,2024-09-06 21:16:00,2024-09-07 01:09:00,,
20457,Italy,paid_social,iOS,2024-09-18 01:11:00,2024-09-18 04:56:00,2024-09-18 10:50:00,2024-09-21 09:57:00
20458,Italy,paid_search,Web,2025-06-12 01:33:00,,,
20459,UK,paid_search,Android,2025-04-21 13:04:00,2025-04-21 16:48:00,2025-04-21 22:37:00,2025-04-28 15:00:00
20460,Spain,organic,Android,2024-08-02 02:54:00,2024-08-02 05:37:00,2024-08-02 06:59:00,2024-08-04 12:36:00
20461,UK,referral,Web,2024-12-30 10:28:00,2024-12-30 10:42:00,,
20462,Germany,paid_search,Android,2024-04-19 19:02:00,2024-04-19 21:28:00,,
20463,Germany,paid_social,Web,2024-11-29 04:38:00,2024-11-29 04:59:00,2024-11-29 08:10:00,2024-11-30 00:30:00
20464,Spain,paid_social,iOS,2024-01-04 10:22:00,2024-01-04 11:06:00,2024-01-04 13:58:00,2024-01-05 14:30:00
20465,Italy,referral,Web,2024-04-04 05:31:00,2024-04-04 07:21:00,,
20466,UK,organic,Web,2024-10-06 02:56:00,2024-10-06 04:32:00,,
20467,Italy,paid_search,iOS,2024-08-22 15:04:00,2024-08-22 17:45:00,2024-08-22 23:34:00,2024-08-24 04:06:00
20468,Italy,partnership,Android,2024-10-06 07:01:00,2024-10-06 10:32:00,2024-10-06 17:55:00,
20469,Italy,paid_social,Android,2025-03-10 06:19:00,,,
20470,France,referral,Android,2024-04-07 10:08:00,2024-04-07 10:51:00,,
20471,UK,paid_search,iOS,2024-10-20 17:46:00,2024-10-20 18:20:00,2024-10-20 18:52:00,2024-10-22 17:30:00
20472,France,organic,Android,2024-03-30 16:24:00,2024-03-30 17:30:00,2024-03-30 21:21:00,
20473,UK,organic,iOS,2025-04-27 00:45:00,2025-04-27 02:32:00,2025-04-27 04:48:00,2025-05-02 14:50:00
20474,Germany,paid_search,Web,2025-05-26 02:02:00,2025-05-26 02:05:00,2025-05-26 03:58:00,
20475,Italy,partnership,Web,2024-07-15 14:11:00,2024-07-15 17:44:00,,
20476,Italy,organic,Android,2025-01-07 12:35:00,2025-01-07 13:03:00,2025-01-07 18:04:00,
20477,France,referral,Android,2024-05-26 20:29:00,2024-05-26 22:50:00,2024-05-27 04:55:00,2024-05-27 06:09:00
20478,UK,organic,Web,2024-01-10 06:48:00,2024-01-10 07:27:00,,
20479,UK,organic,Android,2025-01-07 14:41:00,2025-01-07 16:38:00,,
20480,France,referral,iOS,2024-08-03 13:21:00,2024-08-03 14:06:00,,
20481,France,paid_social,Android,2024-07-30 14:01:00,2024-07-30 14:26:00,,
20482,UK,paid_search,Web,2024-02-03 09:58:00,2024-02-03 11:23:00,2024-02-03 19:01:00,
20483,UK,paid_social,Android,2024-07-14 09:02:00,2024-07-14 10:45:00,2024-07-14 18:42:00,2024-07-19 04:31:00
20484,Spain,referral,Web,2025-05-17 08:55:00,,,
20485,UK,paid_search,Web,2024-05-01 10:40:00,2024-05-01 14:17:00,2024-05-01 21:33:00,
20486,Italy,referral,iOS,2024-12-17 11:21:00,2024-12-17 14:41:00,2024-12-17 16:13:00,2024-12-23 06:00:00
20487,Spain,referral,iOS,2024-03-23 05:43:00,2024-03-23 08:31:00,2024-03-23 17:38:00,
20488,Italy,paid_search,Web,2025-02-23 21:40:00,2025-02-23 23:53:00,2025-02-24 03:50:00,
20489,Spain,paid_social,Web,2024-06-30 00:11:00,2024-06-30 01:50:00,2024-06-30 11:31:00,
20490,UK,organic,Web,2025-03-22 07:26:00,,,
20491,Spain,referral,iOS,2025-01-03 03:26:00,2025-01-03 05:32:00,2025-01-03 11:20:00,
20492,Italy,paid_search,Web,2024-02-06 15:56:00,2024-02-06 17:40:00,,
20493,Spain,referral,Web,2024-02-27 09:39:00,2024-02-27 13:19:00,2024-02-27 18:52:00,2024-03-04 11:10:00
20494,UK,organic,Android,2025-06-26 15:59:00,2025-06-26 18:22:00,2025-06-26 20:05:00,
20495,France,partnership,Web,2025-03-26 18:57:00,2025-03-26 21:49:00,2025-03-27 05:41:00,
20496,Spain,paid_social,Web,2024-06-11 07:46:00,2024-06-11 10:20:00,2024-06-11 16:42:00,
20497,UK,paid_search,iOS,2024-03-24 00:42:00,2024-03-24 04:15:00,2024-03-24 09:23:00,2024-03-28 15:58:00
20498,UK,organic,iOS,2025-05-26 06:01:00,2025-05-26 09:32:00,2025-05-26 16:41:00,2025-06-02 15:59:00
20499,Germany,organic,Android,2024-05-22 15:58:00,2024-05-22 19:30:00,2024-05-23 01:26:00,2024-05-27 19:06:00
20500,Italy,organic,Android,2024-02-03 20:39:00,2024-02-03 23:10:00,,
20501,Spain,organic,Web,2024-04-08 00:56:00,2024-04-08 03:18:00,,
20502,Spain,partnership,iOS,2025-03-02 01:43:00,2025-03-02 02:28:00,2025-03-02 04:49:00,2025-03-09 01:18:00
20503,France,partnership,Android,2025-03-17 09:25:00,2025-03-17 12:01:00,,
20504,Germany,paid_social,Android,2025-07-09 03:27:00,,,
20505,Spain,paid_search,iOS,2024-08-02 05:03:00,2024-08-02 08:03:00,,
20506,France,partnership,Android,2025-01-08 00:59:00,2025-01-08 04:59:00,2025-01-08 10:02:00,2025-01-11 17:52:00
20507,France,paid_search,Web,2025-05-14 23:24:00,2025-05-15 00:10:00,2025-05-15 06:39:00,
20508,Spain,partnership,Web,2025-02-13 10:33:00,,,
20509,Spain,partnership,Android,2025-06-01 02:18:00,2025-06-01 04:07:00,2025-06-01 13:12:00,2025-06-05 21:42:00
20510,UK,organic,iOS,2024-04-15 19:46:00,2024-04-15 23:08:00,2024-04-16 04:11:00,2024-04-17 20:40:00
20511,France,paid_search,Web,2024-02-15 04:06:00,2024-02-15 07:35:00,2024-02-15 18:37:00,
20512,Spain,paid_search,Web,2025-02-12 16:54:00,2025-02-12 20:19:00,2025-02-12 21:17:00,
20513,Spain,paid_social,Web,2024-10-09 05:00:00,2024-10-09 08:11:00,2024-10-09 15:54:00,
20514,France,partnership,Web,2025-04-06 12:15:00,2025-04-06 13:06:00,,
20515,France,referral,iOS,2024-05-20 21:37:00,,,
20516,Germany,paid_search,Web,2024-02-24 05:26:00,2024-02-24 07:03:00,2024-02-24 11:58:00,2024-02-25 23:59:00
20517,Italy,paid_social,iOS,2024-04-27 04:26:00,2024-04-27 07:28:00,,
20518,Germany,paid_social,Web,2024-01-30 02:00:00,2024-01-30 05:59:00,2024-01-30 11:17:00,2024-02-06 00:09:00
20519,France,organic,Web,2025-02-04 14:44:00,2025-02-04 15:41:00,,
